 ,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,T,T, ,,,,,,C,,PERS,,,,C,,PERS,,,,,,,,CLOSE,,,,,,,,,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,R,R,R,,,,,,,R,R,R,S,S,C,C,S,S,C,C,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,,,,,,,,,1ST,1ST,,,,,2ND,2ND,,,,,3D,3D,,,,,O,P,P,,  ,,E,E, ,,,,,TOTAL,O,INIT,REINF,,FINAL,TOTAL,O,INIT,REINF,,FINAL,,,,MAIN,NO.,AIR,,,,,,,MAIN,NO.,AIR,,,,C,L,T,M,L,M,I,T,I,,KM,,,,Q,R,M,A,F,W,T,L,P,S,M,L,F,,P,P,P,S,S,S,E,E,E,P,P,P,S,S,S,E,E,E,T,T,A,A,T,T,A,A,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
S,,,,,,,,,WIDTH,WIDTH,,,,,WIDTH,WIDTH,,,,,WIDTH,WIDTH,,,,,S,O,O,F,D,,R,R,,,,S,A,PERS,D,PERS,&,PERS,PERS,PERS,D,PERS,&,PERS,PERS,HORSE,TOT,LITE,BTTL,ARTY,SPT,ARMR,ARTY,ACFT,HORSE,TOT,LITE,BTTL,ARTY,SPT,ARMR,ARTY,ACFT,E,E,R,O,O,O,N,E,N,W,DIST,A,A,C,U,E,O,I,P,X,E,E,L,U,A,O,O,D,R,R,R,E,E,E,S,S,S,R,R,R,E,E,E,S,S,S,R,R,S,S,R,R,S,S,N,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
E,,,,,,,,,FRONT,FRONT,1ST,1ST,1ST,1ST,FRONT,FRONT,2ND,2ND,2ND,2ND,FRONT,FRONT,3D,3D,3D,3D,T,S,S,R,E,T,R,R,     WEATHER,,,U,E,STR,E,STR,REPL,CAS,STR,STR,E,STR,REPL,CAS,STR,CAV,TANK,TANK,TANK,TUBE,SORTS,LOSS,LOSS,LOSS,CAV,TANK,TANK,TANK,TUBE,SORTS,LOSS,LOSS,LOSS,A,A,N,R,G,M,T,C,I,I,ADV'D,C,C,R,A,S,B,R,R,A,R,A,A,R,N,G,R,E,I,I,I,C,C,C,O,O,O,I,I,I,C,C,C,O,O,O,A,A,A,A,D,D,D,D,O,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E
Q,,,,,DESIGNATION OR NAME,,DESIGNATION OR NAME,,ATK,DEF,YEAR,MO,DA,HOUR,ATK,DEF,YEAR,MO,DA,HOUR,ATK,DEF,YEAR,MO,DA,HOUR,Y,T,T,O,P,I,A,A,-,-,-----,R,R,ATK, ,ATK,ATK,ATK,ATK,DEF, ,DEF,DEF,DEF,DEF,ATK,ATK,ATK,ATK,ATK,ATK,ATK,ATK,ATK,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,,D,G,A,S,N,E,H,T,N,ATK,H,H,I,L,A,I,A,E,,R,D,N,P,A,S,T,E,A,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D, , , , , , , , ,A,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H
N,WAR NAME,ENGAGEMENT NAME,LOCATION,CAMPAIGN,OF THE ATTACKING FORCE,ATTACKING FORCE COMMANDER,OF THE DEFENDING FORCE,DEFENDING FORCE COMMANDER, , ,,,,, , ,,,,, , ,,,,,P, , ,N,T,M, , , ,,,P,O,,A,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,A,A,L,A,T,L,A,A,A,  ,A,D,T,A,,L,,P,,A,A,A,A,,A,S,P, , , ,,,,,,,,,,,,,,,,P,M,P,M,P,M,P,M,T,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R
O,WAR,NAME,LOCN,CAMPGN,NAMA,COA,NAMD,COD,WOFA1,WOFD1,YR1,MO1,DA1,HR1,WOFA2,WOFD2,YR2,MO2,DA2,HR2,WOFA3,WOFD3,YR3,MO3,DA3,HR3,E,1,2,T,H,E,1,2,WX1,WX2,WX3,A,A,STRA,,INTSTA,RERPA,CASA,FINSTA,STRD,,INTSTD,RERPD,CASD,FINSTD,CAVA,TANKA,LTA,MBTA,ARTYA,FLYA,CTANKA,CARTYA,CFLYA,CAVD,TANKD,LTD,MBTD,ARTYD,FLYD,CTANKD,CARTYD,CFLYD,,,,A,,A,A,,,,KMDA,,,,,,A,,A,,,A,,A,,A,A,A,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,L,I,L,I,L,I,L,I,P,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
---,---------------------------------------,------------------------------------------,--------------------,---------------------------------------,---------------------------------------,-----------------------------,---------------------------------------,----------------------------------------,----,----,----,--,--,----,----,----,----,--,--,----,----,----,----,--,--,----,-,--,--,-,-,-,---,---,-----,-----,-----,--,--,-------,-,-------,------,------,-------,-------,-,-------,------,------,-------,-----,----,----,----,-----,-----,-----,-----,----,-----,----,----,----,-----,-----,-----,-----,----,--,--,--,--,--,--,--,--,--,--,-----,-,-,-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,---,---,---,---,---,---,---,---,--,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----
1,NETHERLAND'S WAR OF INDEPENDENCE,NIEUPORT,SPANISH FLANDERS,NIEUPORT 1600,SP NETHERLANDS ARMY,ALBERT OF AUSTRIA,DU ARMY OF THE STATES GENERAL,MAURICE OF NASSAU,0.9,0.9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,RBD,000,DSTST,00000,00000,0,0,11500,1,11500,0,4000,7500,11300,1,11300,0,1000,10300,1500,0,0,0,8,0,0,8,0,1400,0,0,0,6,0,0,0,0,-1,-1,0,0,0,1,0,0,1,-1,-6.4,3,8,1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,FF,00,00,00,00,00,RR,WD,00,DO,FF,00,00,00,00,00,00,00,0,-5,0,-25,33,-3,20,0,1,1600,07,02,1430,1600,07,02,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,THIRTY YEAR'S WAR,WHITE MOUNTAIN,BOHEMIA,BOHEMIA 1620,IMP & HOLY LEAGUE ARMY,BUCQUOI,BOH REB ARMY,CHRISTIAN OF ANHALT-BERNBERG,1.5,1.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,HD,PD,1,0,0,RM0,000,DSTWT,00000,00000,0,0,40000,1,40000,0,400,39600,21000,1,21000,0,5000,16000,7500,0,0,0,12,0,0,0,0,11000,0,0,0,10,0,0,10,0,0,0,0,0,0,1,0,0,1,1,1,8,2,1,1,1,0,0,0,0,-1,1,0,0,0,0,-1,0,FF,00,00,00,00,00,BB,PS,00,DO,FF,00,00,00,00,RR,WL,00,0,-50,10,-10,29,0,20,0,1,1620,11,08,1200,1620,11,08,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,THIRTY YEAR'S WAR,WIMPFEN,PALATINATE,PALATINATE 1622,HOLY LEAGUE & SP ARMY,TILLY & CORDOVA,PROT UNION ARMY,BADEN-DURLACH,3.7,2.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,RM0,000,DSH$T,00000,00000,0,0,20000,1,20000,0,5000,15000,20000,1,20000,0,5800,14200,4000,0,0,0,8,0,0,0,0,4000,0,0,0,40,0,0,20,0,0,1,0,0,0,-1,0,0,0,1,1,7,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FF,00,00,00,00,00,BB,PS,00,DD,00,00,00,00,00,WL,00,00,0,-10,0,-90,0,-25,3,0,2,1622,05,06,0330,1622,05,06,1000,1622,05,06,1400,1622,05,06,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
