 ,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,T,T, ,,,,,,C,,PERS,,,,C,,PERS,,,,,,,,CLOSE,,,,,,,,,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,R,R,R,,,,,,,R,R,R,S,S,C,C,S,S,C,C,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,,,,,,,,,1ST,1ST,,,,,2ND,2ND,,,,,3D,3D,,,,,O,P,P,,  ,,E,E, ,,,,,TOTAL,O,INIT,REINF,,FINAL,TOTAL,O,INIT,REINF,,FINAL,,,,MAIN,NO.,AIR,,,,,,,MAIN,NO.,AIR,,,,C,L,T,M,L,M,I,T,I,,KM,,,,Q,R,M,A,F,W,T,L,P,S,M,L,F,,P,P,P,S,S,S,E,E,E,P,P,P,S,S,S,E,E,E,T,T,A,A,T,T,A,A,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
S,,,,,,,,,WIDTH,WIDTH,,,,,WIDTH,WIDTH,,,,,WIDTH,WIDTH,,,,,S,O,O,F,D,,R,R,,,,S,A,PERS,D,PERS,&,PERS,PERS,PERS,D,PERS,&,PERS,PERS,HORSE,TOT,LITE,BTTL,ARTY,SPT,ARMR,ARTY,ACFT,HORSE,TOT,LITE,BTTL,ARTY,SPT,ARMR,ARTY,ACFT,E,E,R,O,O,O,N,E,N,W,DIST,A,A,C,U,E,O,I,P,X,E,E,L,U,A,O,O,D,R,R,R,E,E,E,S,S,S,R,R,R,E,E,E,S,S,S,R,R,S,S,R,R,S,S,N,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
E,,,,,,,,,FRONT,FRONT,1ST,1ST,1ST,1ST,FRONT,FRONT,2ND,2ND,2ND,2ND,FRONT,FRONT,3D,3D,3D,3D,T,S,S,R,E,T,R,R,     WEATHER,,,U,E,STR,E,STR,REPL,CAS,STR,STR,E,STR,REPL,CAS,STR,CAV,TANK,TANK,TANK,TUBE,SORTS,LOSS,LOSS,LOSS,CAV,TANK,TANK,TANK,TUBE,SORTS,LOSS,LOSS,LOSS,A,A,N,R,G,M,T,C,I,I,ADV'D,C,C,R,A,S,B,R,R,A,R,A,A,R,N,G,R,E,I,I,I,C,C,C,O,O,O,I,I,I,C,C,C,O,O,O,A,A,A,A,D,D,D,D,O,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E
Q,,,,,DESIGNATION OR NAME,,DESIGNATION OR NAME,,ATK,DEF,YEAR,MO,DA,HOUR,ATK,DEF,YEAR,MO,DA,HOUR,ATK,DEF,YEAR,MO,DA,HOUR,Y,T,T,O,P,I,A,A,-,-,-----,R,R,ATK, ,ATK,ATK,ATK,ATK,DEF, ,DEF,DEF,DEF,DEF,ATK,ATK,ATK,ATK,ATK,ATK,ATK,ATK,ATK,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,,D,G,A,S,N,E,H,T,N,ATK,H,H,I,L,A,I,A,E,,R,D,N,P,A,S,T,E,A,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D, , , , , , , , ,A,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H
N,WAR NAME,ENGAGEMENT NAME,LOCATION,CAMPAIGN,OF THE ATTACKING FORCE,ATTACKING FORCE COMMANDER,OF THE DEFENDING FORCE,DEFENDING FORCE COMMANDER, , ,,,,, , ,,,,, , ,,,,,P, , ,N,T,M, , , ,,,P,O,,A,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,A,A,L,A,T,L,A,A,A,  ,A,D,T,A,,L,,P,,A,A,A,A,,A,S,P, , , ,,,,,,,,,,,,,,,,P,M,P,M,P,M,P,M,T,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R
O,WAR,NAME,LOCN,CAMPGN,NAMA,COA,NAMD,COD,WOFA1,WOFD1,YR1,MO1,DA1,HR1,WOFA2,WOFD2,YR2,MO2,DA2,HR2,WOFA3,WOFD3,YR3,MO3,DA3,HR3,E,1,2,T,H,E,1,2,WX1,WX2,WX3,A,A,STRA,,INTSTA,RERPA,CASA,FINSTA,STRD,,INTSTD,RERPD,CASD,FINSTD,CAVA,TANKA,LTA,MBTA,ARTYA,FLYA,CTANKA,CARTYA,CFLYA,CAVD,TANKD,LTD,MBTD,ARTYD,FLYD,CTANKD,CARTYD,CFLYD,,,,A,,A,A,,,,KMDA,,,,,,A,,A,,,A,,A,,A,A,A,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,L,I,L,I,L,I,L,I,P,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
---,---------------------------------------,------------------------------------------,--------------------,---------------------------------------,---------------------------------------,-----------------------------,---------------------------------------,----------------------------------------,----,----,----,--,--,----,----,----,----,--,--,----,----,----,----,--,--,----,-,--,--,-,-,-,---,---,-----,-----,-----,--,--,-------,-,-------,------,------,-------,-------,-,-------,------,------,-------,-----,----,----,----,-----,-----,-----,-----,----,-----,----,----,----,-----,-----,-----,-----,----,--,--,--,--,--,--,--,--,--,--,-----,-,-,-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,---,---,---,---,---,---,---,---,--,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----
450,WORLD WAR II (ITALY 1944),ARDEA,ITALY,ROME,BR 5TH INF DIV,MG GREGSON-ELLIS,GER 4TH PARA DIV(2/3),COL TRETTNER,9,9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DST$T,00000,00000,0,1,15557,1,15557,-1,245,-1,7659,1,7695,-1,374,-1,0,35,0,35,104,0,-1,-1,0,0,0,0,0,64,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,6.3,6,4,2,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,RC,FF,00,00,00,00,PP,00,00,DD,00,00,00,00,00,WD,00,00,10,-10,10,-10,15,-15,15,-15,1,1944,05,28,9999,1944,05,30,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,WORLD WAR II (ITALY 1944),FOSSO DI CAMPOLEONE,ITALY,ROME,US 1ST ARMD DIV & 45TH INF DIV(+),MG HARMON,GER 3RD PZ GR DIV(1/2)(+),MG BAADE,11,11,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DST$T,00000,00000,0,1,29711,1,29711,-1,1304,-1,15801,1,15801,-1,1379,-1,0,281,77,204,146,35,80,1,-1,0,100,0,100,117,11,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,2.7,4,6,1,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,-1,FF,00,00,00,00,00,PP,RR,SS,DO,FF,00,00,00,00,PP,SS,00,5,-5,5,-5,15,-15,15,-15,1,1944,05,29,9999,1944,05,31,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,WORLD WAR II (ITALY 1944),LANUVIO,ITALY,ROME,US 34TH INF DIV(-),MG RYDER,GER 3RD PZ GR DIV(1/2),MG BAADE,3,3,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DST$T,00000,00000,0,1,17300,1,17300,-1,825,-1,6108,1,6108,-1,698,-1,0,0,0,0,94,371,-1,-1,-1,0,46,0,46,61,11,-1,-1,-1,-1,0,-1,0,0,0,0,0,1,-1,2.4,3,6,1,-1,0,-1,1,0,0,-1,0,0,0,0,0,-1,0,FF,00,00,00,00,00,PP,RR,SS,DO,FF,00,00,00,00,PP,SS,00,5,-5,5,-5,15,-15,15,-15,1,1944,05,29,9999,1944,06,01,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
