 ,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,T,T, ,,,,,,C,,PERS,,,,C,,PERS,,,,,,,,CLOSE,,,,,,,,,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,R,R,R,,,,,,,R,R,R,S,S,C,C,S,S,C,C,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
I,,,,,,,,,1ST,1ST,,,,,2ND,2ND,,,,,3D,3D,,,,,O,P,P,,  ,,E,E, ,,,,,TOTAL,O,INIT,REINF,,FINAL,TOTAL,O,INIT,REINF,,FINAL,,,,MAIN,NO.,AIR,,,,,,,MAIN,NO.,AIR,,,,C,L,T,M,L,M,I,T,I,,KM,,,,Q,R,M,A,F,W,T,L,P,S,M,L,F,,P,P,P,S,S,S,E,E,E,P,P,P,S,S,S,E,E,E,T,T,A,A,T,T,A,A,,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
S,,,,,,,,,WIDTH,WIDTH,,,,,WIDTH,WIDTH,,,,,WIDTH,WIDTH,,,,,S,O,O,F,D,,R,R,,,,S,A,PERS,D,PERS,&,PERS,PERS,PERS,D,PERS,&,PERS,PERS,HORSE,TOT,LITE,BTTL,ARTY,SPT,ARMR,ARTY,ACFT,HORSE,TOT,LITE,BTTL,ARTY,SPT,ARMR,ARTY,ACFT,E,E,R,O,O,O,N,E,N,W,DIST,A,A,C,U,E,O,I,P,X,E,E,L,U,A,O,O,D,R,R,R,E,E,E,S,S,S,R,R,R,E,E,E,S,S,S,R,R,S,S,R,R,S,S,N,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
E,,,,,,,,,FRONT,FRONT,1ST,1ST,1ST,1ST,FRONT,FRONT,2ND,2ND,2ND,2ND,FRONT,FRONT,3D,3D,3D,3D,T,S,S,R,E,T,R,R,     WEATHER,,,U,E,STR,E,STR,REPL,CAS,STR,STR,E,STR,REPL,CAS,STR,CAV,TANK,TANK,TANK,TUBE,SORTS,LOSS,LOSS,LOSS,CAV,TANK,TANK,TANK,TUBE,SORTS,LOSS,LOSS,LOSS,A,A,N,R,G,M,T,C,I,I,ADV'D,C,C,R,A,S,B,R,R,A,R,A,A,R,N,G,R,E,I,I,I,C,C,C,O,O,O,I,I,I,C,C,C,O,O,O,A,A,A,A,D,D,D,D,O,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E
Q,,,,,DESIGNATION OR NAME,,DESIGNATION OR NAME,,ATK,DEF,YEAR,MO,DA,HOUR,ATK,DEF,YEAR,MO,DA,HOUR,ATK,DEF,YEAR,MO,DA,HOUR,Y,T,T,O,P,I,A,A,-,-,-----,R,R,ATK, ,ATK,ATK,ATK,ATK,DEF, ,DEF,DEF,DEF,DEF,ATK,ATK,ATK,ATK,ATK,ATK,ATK,ATK,ATK,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,DEF,,D,G,A,S,N,E,H,T,N,ATK,H,H,I,L,A,I,A,E,,R,D,N,P,A,S,T,E,A,A,A,A,A,A,A,A,A,D,D,D,D,D,D,D,D,D, , , , , , , , ,A,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H
N,WAR NAME,ENGAGEMENT NAME,LOCATION,CAMPAIGN,OF THE ATTACKING FORCE,ATTACKING FORCE COMMANDER,OF THE DEFENDING FORCE,DEFENDING FORCE COMMANDER, , ,,,,, , ,,,,, , ,,,,,P, , ,N,T,M, , , ,,,P,O,,A,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,A,A,L,A,T,L,A,A,A,  ,A,D,T,A,,L,,P,,A,A,A,A,,A,S,P, , , ,,,,,,,,,,,,,,,,P,M,P,M,P,M,P,M,T,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R,R,N,A,R
O,WAR,NAME,LOCN,CAMPGN,NAMA,COA,NAMD,COD,WOFA1,WOFD1,YR1,MO1,DA1,HR1,WOFA2,WOFD2,YR2,MO2,DA2,HR2,WOFA3,WOFD3,YR3,MO3,DA3,HR3,E,1,2,T,H,E,1,2,WX1,WX2,WX3,A,A,STRA,,INTSTA,RERPA,CASA,FINSTA,STRD,,INTSTD,RERPD,CASD,FINSTD,CAVA,TANKA,LTA,MBTA,ARTYA,FLYA,CTANKA,CARTYA,CFLYA,CAVD,TANKD,LTD,MBTD,ARTYD,FLYD,CTANKD,CARTYD,CFLYD,,,,A,,A,A,,,,KMDA,,,,,,A,,A,,,A,,A,,A,A,A,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,L,I,L,I,L,I,L,I,P,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10
---,---------------------------------------,------------------------------------------,--------------------,---------------------------------------,---------------------------------------,-----------------------------,---------------------------------------,----------------------------------------,----,----,----,--,--,----,----,----,----,--,--,----,----,----,----,--,--,----,-,--,--,-,-,-,---,---,-----,-----,-----,--,--,-------,-,-------,------,------,-------,-------,-,-------,------,------,-------,-----,----,----,----,-----,-----,-----,-----,----,-----,----,----,----,-----,-----,-----,-----,----,--,--,--,--,--,--,--,--,--,--,-----,-,-,-,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,---,---,---,---,---,---,---,---,--,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----,----,--,--,----
600,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON II,SYRIA,GOLAN,IS GOLANI BDE,COL DRORI,SYR PARA BDE,?,1,1,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GM0,000,DSHFT,00000,00000,0,1,"5,700",1,"5,700",0,150,"5,550","4,750",1,"4,750",0,200,"4,550",0,0,0,0,12,30,0,-1,-1,0,0,0,0,27,30,0,-1,-1,1,1,1,0,0,0,0,0,1,-1,0,3,6,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,FF,00,00,00,00,00,RR,WD,00,DD,00,00,00,00,00,00,00,00,15,-15,15,-15,15,-15,15,-15,1,1973,10,21,1400,1973,10,21,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",MOUNT HERMON III,SYRIA,GOLAN,IS GOLANI BDE(+),COL DRORI,SYR PARA BDE,?,2,2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GM0,000,DSHFT,00000,00000,0,1,"11,400",1,"11,400",0,100,"11,300","4,750",1,"4,750",0,250,"4,500",0,0,0,0,24,60,0,-1,-1,0,0,0,0,27,30,0,-1,-1,1,1,1,0,0,0,0,0,1,1,5,7,3,1,1,0,0,0,0,0,-1,1,1,0,1,0,-1,0,FF,EE,RR,00,00,00,BB,00,00,DD,00,00,00,00,00,WD,00,00,15,-15,15,-15,15,-15,15,-15,1,1973,10,22,9999,1973,10,22,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,WORLD WAR II,SIDI BOU ZID I,TUNISIA,NORTHWEST AFRICA,GER ELMS 10TH AND 21ST PNZR DIV,GEN ZIEGLER,"US CCA, 1ST ARM DIV (+)",BG MCQUILLION,22,22,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,FB0,GB0,DSCWD,00000,00000,2,1,"6,400",1,"6,400",0,20,"6,380","5,333",1,"5,333",0,920,"4,413",0,135,0,135,35,180,0,0,-1,0,69,16,53,47,0,48,35,-1,1,1,1,0,0,1,-1,0,1,1,16,8,3,0,1,1,1,2,1,0,-1,0,2,1,2,0,0,1,DE,00,00,00,00,00,PP,00,00,DO,FF,00,00,00,00,RR,WL,00,0,0,0,0,0,0,0,0,1,1943,02,14,9999,1943,02,14,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
